State,District,Date,Year,Avg_rainfall,,,,,,
Madhya Pradesh,Niwari,7/2/2023,2023,5.47,,,,,7/1/2023,1.05
Madhya Pradesh,Niwari,7/3/2023,2023,0.13,,,,,7/2/2023,8.02
Madhya Pradesh,Panna,7/1/2023,2023,2.25,,,,,7/3/2023,0.37
Madhya Pradesh,Panna,7/2/2023,2023,9.39,,,,,Koderma,66.09
Madhya Pradesh,Panna,7/3/2023,2023,1.38,,,,,7/1/2023,6.67
Madhya Pradesh,Raisen,7/1/2023,2023,6.82,,,,,7/2/2023,8.23
Madhya Pradesh,Raisen,7/2/2023,2023,6.7,,,,,7/3/2023,51.19
Madhya Pradesh,Raisen,7/3/2023,2023,2.68,,,,,Latehar,17.53
Madhya Pradesh,Rajgarh,7/1/2023,2023,13.02,,,,,7/1/2023,0.81
Madhya Pradesh,Rajgarh,7/2/2023,2023,17.27,,,,,7/2/2023,7.12
Madhya Pradesh,Rajgarh,7/3/2023,2023,7.85,,,,,7/3/2023,9.6
Madhya Pradesh,Ratlam,7/1/2023,2023,17.82,,,,,Lohardaga,13.44
Madhya Pradesh,Ratlam,7/2/2023,2023,15.06,,,,,7/1/2023,0.89
Madhya Pradesh,Ratlam,7/3/2023,2023,10.82,,,,,7/2/2023,1.53
Madhya Pradesh,Rewa,7/1/2023,2023,6.37,,,,,7/3/2023,11.02
Madhya Pradesh,Rewa,7/2/2023,2023,4.84,,,,,Pakur,85.22
Madhya Pradesh,Rewa,7/3/2023,2023,0.32,,,,,7/1/2023,12.28
Madhya Pradesh,Sagar,7/1/2023,2023,3.32,,,,,7/2/2023,13.37
Madhya Pradesh,Sagar,7/2/2023,2023,4.7,,,,,7/3/2023,59.57
Madhya Pradesh,Sagar,7/3/2023,2023,0.26,,,,,Palamu,106.79
Madhya Pradesh,Satna,7/1/2023,2023,1.67,,,,,7/1/2023,43.81
Madhya Pradesh,Satna,7/2/2023,2023,5.04,,,,,7/2/2023,47.06
Madhya Pradesh,Satna,7/3/2023,2023,5.27,,,,,7/3/2023,15.92
Madhya Pradesh,Sehore,7/1/2023,2023,11.73,,,,,Ramgarh,16.83
Madhya Pradesh,Sehore,7/2/2023,2023,7.8,,,,,7/1/2023,2.33
Madhya Pradesh,Sehore,7/3/2023,2023,0.12,,,,,7/2/2023,2.33
Madhya Pradesh,Seoni,7/1/2023,2023,4.4,,,,,7/3/2023,12.17
Madhya Pradesh,Seoni,7/2/2023,2023,4.69,,,,,Ranchi,17.37
Madhya Pradesh,Seoni,7/3/2023,2023,0.22,,,,,7/1/2023,3.27
Madhya Pradesh,Shahdol,7/1/2023,2023,6.78,,,,,7/2/2023,5.38
Madhya Pradesh,Shahdol,7/2/2023,2023,2.12,,,,,7/3/2023,8.72
Madhya Pradesh,Shahdol,7/3/2023,2023,2.58,,,,,Sahebganj,177.15
Madhya Pradesh,Shajapur,7/1/2023,2023,8.13,,,,,7/1/2023,14.74
Madhya Pradesh,Shajapur,7/2/2023,2023,25,,,,,7/2/2023,82.7
Madhya Pradesh,Shajapur,7/3/2023,2023,7.76,,,,,7/3/2023,79.71
Madhya Pradesh,Sheopur,7/1/2023,2023,34.66,,,,,Saraikela Kharsawan,13.3
Madhya Pradesh,Sheopur,7/2/2023,2023,7.8,,,,,7/1/2023,3.53
Madhya Pradesh,Sheopur,7/3/2023,2023,2.21,,,,,7/2/2023,7.74
Madhya Pradesh,Shivpuri,7/1/2023,2023,6.57,,,,,7/3/2023,2.03
Madhya Pradesh,Shivpuri,7/2/2023,2023,19.05,,,,,Simdega,9.3
Madhya Pradesh,Shivpuri,7/3/2023,2023,0.52,,,,,7/1/2023,4.9
Madhya Pradesh,Sidhi,7/1/2023,2023,4.14,,,,,7/2/2023,3.64
Madhya Pradesh,Sidhi,7/2/2023,2023,5.13,,,,,7/3/2023,0.76
Madhya Pradesh,Sidhi,7/3/2023,2023,0.36,,,,,West Singhbhum,22.47
Madhya Pradesh,Singrauli,7/1/2023,2023,2.29,,,,,7/1/2023,2.16
Madhya Pradesh,Singrauli,7/2/2023,2023,6.49,,,,,7/2/2023,18.66
Madhya Pradesh,Singrauli,7/3/2023,2023,1.8,,,,,7/3/2023,1.65
Madhya Pradesh,Tikamgarh,7/1/2023,2023,6.07,,,,,Karnataka,553.59
Madhya Pradesh,Tikamgarh,7/2/2023,2023,14,,,,,Bagalkote,3.63
Madhya Pradesh,Tikamgarh,7/3/2023,2023,1.01,,,,,7/1/2023,0.42
Madhya Pradesh,Ujjain,7/1/2023,2023,3.09,,,,,7/2/2023,0.72
Madhya Pradesh,Ujjain,7/2/2023,2023,26.37,,,,,7/3/2023,2.49
Madhya Pradesh,Ujjain,7/3/2023,2023,4.03,,,,,Ballari,4.09
Madhya Pradesh,Umaria,7/1/2023,2023,9.12,,,,,7/1/2023,0.23
Madhya Pradesh,Umaria,7/2/2023,2023,8.47,,,,,7/2/2023,1.86
Madhya Pradesh,Umaria,7/3/2023,2023,0.44,,,,,7/3/2023,2
Madhya Pradesh,Vidisha,7/1/2023,2023,11.62,,,,,Belagavi,10.4
Madhya Pradesh,Vidisha,7/2/2023,2023,2.74,,,,,7/1/2023,2.4
Madhya Pradesh,Vidisha,7/3/2023,2023,1.02,,,,,7/2/2023,2.82
Maharashtra,Ahmednagar,7/1/2023,2023,6.3,,,,,7/3/2023,5.18
Maharashtra,Ahmednagar,7/2/2023,2023,1.84,,,,,Bengaluru Rural,4.22
Maharashtra,Ahmednagar,7/3/2023,2023,6.49,,,,,7/1/2023,1.19
Maharashtra,Akola,7/1/2023,2023,0.79,,,,,7/2/2023,1.23
Maharashtra,Akola,7/2/2023,2023,1.28,,,,,7/3/2023,1.8
Maharashtra,Akola,7/3/2023,2023,0.36,,,,,Bengaluru Urban,5.79
Maharashtra,Amravati,7/1/2023,2023,2.03,,,,,7/1/2023,0.13
Maharashtra,Amravati,7/2/2023,2023,0.89,,,,,7/2/2023,1.97
Maharashtra,Amravati,7/3/2023,2023,0.69,,,,,7/3/2023,3.69
Maharashtra,Aurangabad,7/1/2023,2023,0.52,,,,,Bidar,26.46
Maharashtra,Aurangabad,7/2/2023,2023,1.05,,,,,7/1/2023,0
Maharashtra,Aurangabad,7/3/2023,2023,12.55,,,,,7/2/2023,0.15
Maharashtra,Beed,7/1/2023,2023,4.96,,,,,7/3/2023,26.31
Maharashtra,Beed,7/2/2023,2023,0.06,,,,,Chamarajanagara,0.41
Maharashtra,Beed,7/3/2023,2023,10.96,,,,,7/1/2023,0.1
Maharashtra,Bhandara,7/1/2023,2023,0.01,,,,,7/2/2023,0.08
Maharashtra,Bhandara,7/2/2023,2023,0.33,,,,,7/3/2023,0.23
Maharashtra,Bhandara,7/3/2023,2023,0.04,,,,,Chikkaballapura,4.7
Maharashtra,Buldhana,7/1/2023,2023,0.48,,,,,7/1/2023,1.41
Maharashtra,Buldhana,7/2/2023,2023,1.62,,,,,7/2/2023,1.13
Maharashtra,Buldhana,7/3/2023,2023,0.99,,,,,7/3/2023,2.16
Maharashtra,Chandrapur,7/1/2023,2023,1.22,,,,,Chikkamagaluru,22.14
Maharashtra,Chandrapur,7/2/2023,2023,0.05,,,,,7/1/2023,6.15
Maharashtra,Chandrapur,7/3/2023,2023,0.02,,,,,7/2/2023,5.96
Maharashtra,Dhule,7/1/2023,2023,11.68,,,,,7/3/2023,10.03
Maharashtra,Dhule,7/2/2023,2023,3.36,,,,,Chitradurga,5.79
Maharashtra,Dhule,7/3/2023,2023,1.05,,,,,7/1/2023,0.63
Maharashtra,Gadchiroli,7/1/2023,2023,0.44,,,,,7/2/2023,3.86
Maharashtra,Gadchiroli,7/2/2023,2023,0.04,,,,,7/3/2023,1.3
Maharashtra,Gadchiroli,7/3/2023,2023,0.01,,,,,Dakshina Kannada,69.22
Maharashtra,Gondia,7/1/2023,2023,0.42,,,,,7/1/2023,25.6
Maharashtra,Gondia,7/2/2023,2023,0.04,,,,,7/2/2023,9.68
Maharashtra,Gondia,7/3/2023,2023,0.51,,,,,7/3/2023,33.94
Maharashtra,Hingoli,7/1/2023,2023,0.96,,,,,Davangere,8.32
Maharashtra,Hingoli,7/2/2023,2023,0.21,,,,,7/1/2023,1.07
Maharashtra,Hingoli,7/3/2023,2023,2.33,,,,,7/2/2023,3.69
Maharashtra,Jalgaon,7/1/2023,2023,1.22,,,,,7/3/2023,3.56
Maharashtra,Jalgaon,7/2/2023,2023,2.23,,,,,Dharwad,17.04
Maharashtra,Jalgaon,7/3/2023,2023,8.73,,,,,7/1/2023,1.02
Maharashtra,Jalna,7/1/2023,2023,0.09,,,,,7/2/2023,3.3
Maharashtra,Jalna,7/2/2023,2023,0.22,,,,,7/3/2023,12.72
Maharashtra,Jalna,7/3/2023,2023,3.94,,,,,Gadag,12.04
Maharashtra,Kolhapur,7/1/2023,2023,20.95,,,,,7/1/2023,0.88
Maharashtra,Kolhapur,7/2/2023,2023,19.68,,,,,7/2/2023,0.11
Maharashtra,Kolhapur,7/3/2023,2023,17.35,,,,,7/3/2023,11.05
Maharashtra,Latur,7/1/2023,2023,0.09,,,,,Hassan,4.9
Maharashtra,Latur,7/2/2023,2023,0.09,,,,,7/1/2023,3.4
Maharashtra,Latur,7/3/2023,2023,17.09,,,,,7/2/2023,0.55
Maharashtra,Mumbai City,7/1/2023,2023,56.62,,,,,7/3/2023,0.95
Maharashtra,Mumbai City,7/2/2023,2023,8.95,,,,,Haveri,17.75
Maharashtra,Mumbai City,7/3/2023,2023,20.17,,,,,7/1/2023,1.74
Maharashtra,Mumbai Suburban,7/1/2023,2023,93.49,,,,,7/2/2023,1.95
Maharashtra,Mumbai Suburban,7/2/2023,2023,51.15,,,,,7/3/2023,14.06
Maharashtra,Mumbai Suburban,7/3/2023,2023,37.97,,,,,Kalaburagi,9.5
Maharashtra,Nagpur,7/1/2023,2023,1.57,,,,,7/2/2023,1.05
Maharashtra,Nagpur,7/2/2023,2023,0.7,,,,,7/3/2023,8.45
Maharashtra,Nagpur,7/3/2023,2023,0.75,,,,,Kodagu,27.81
Maharashtra,Nanded,7/1/2023,2023,0.68,,,,,7/1/2023,10.23
Maharashtra,Nanded,7/2/2023,2023,0.02,,,,,7/2/2023,1.58
Maharashtra,Nanded,7/3/2023,2023,4.07,,,,,7/3/2023,16
Maharashtra,Nandurbar,7/1/2023,2023,12.8,,,,,Kolar,4.77
Maharashtra,Nandurbar,7/2/2023,2023,13.78,,,,,7/1/2023,1.6
Maharashtra,Nandurbar,7/3/2023,2023,4.74,,,,,7/2/2023,0.32
Maharashtra,Nashik,7/1/2023,2023,38.79,,,,,7/3/2023,2.85
Maharashtra,Nashik,7/2/2023,2023,25.77,,,,,Koppal,4.53
Maharashtra,Nashik,7/3/2023,2023,5.84,,,,,7/1/2023,0.11
Maharashtra,Osmanabad,7/1/2023,2023,1.92,,,,,7/2/2023,3.18
Maharashtra,Osmanabad,7/2/2023,2023,0.29,,,,,7/3/2023,1.24
Maharashtra,Osmanabad,7/3/2023,2023,29.86,,,,,Mandya,16.55
Maharashtra,Palghar,7/1/2023,2023,88.16,,,,,7/1/2023,5.83
Maharashtra,Palghar,7/2/2023,2023,81,,,,,7/2/2023,3.5
Maharashtra,Palghar,7/3/2023,2023,31.65,,,,,7/3/2023,7.22
Maharashtra,Parbhani,7/1/2023,2023,1.07,,,,,Mysuru,4.13
Maharashtra,Parbhani,7/2/2023,2023,0.18,,,,,7/1/2023,1.14
Maharashtra,Parbhani,7/3/2023,2023,5.16,,,,,7/2/2023,0.54
Maharashtra,Pune,7/1/2023,2023,24.28,,,,,7/3/2023,2.45
Maharashtra,Pune,7/2/2023,2023,10.85,,,,,Raichur,7.28
Maharashtra,Pune,7/3/2023,2023,9.14,,,,,7/1/2023,0.1
Maharashtra,Raigad,7/1/2023,2023,98.13,,,,,7/2/2023,3.64
Maharashtra,Raigad,7/2/2023,2023,58.84,,,,,7/3/2023,3.54
Maharashtra,Raigad,7/3/2023,2023,42.35,,,,,Ramanagara,4.37
Maharashtra,Ratnagiri,7/1/2023,2023,78.21,,,,,7/1/2023,0.03
Maharashtra,Ratnagiri,7/2/2023,2023,40.11,,,,,7/2/2023,3.86
Maharashtra,Ratnagiri,7/3/2023,2023,32.39,,,,,7/3/2023,0.48
Maharashtra,Sangli,7/1/2023,2023,3.95,,,,,Shivamogga,40.84
Maharashtra,Sangli,7/2/2023,2023,1.26,,,,,7/1/2023,8.7
Maharashtra,Sangli,7/3/2023,2023,1.77,,,,,7/2/2023,12.49
Maharashtra,Satara,7/1/2023,2023,23.01,,,,,7/3/2023,19.65
Maharashtra,Satara,7/2/2023,2023,9.46,,,,,Tumakuru,3.37
Maharashtra,Satara,7/3/2023,2023,4.09,,,,,7/1/2023,0.44
Maharashtra,Sindhudurg,7/1/2023,2023,43.79,,,,,7/2/2023,1.66
Maharashtra,Sindhudurg,7/2/2023,2023,44.53,,,,,7/3/2023,1.27
Maharashtra,Sindhudurg,7/3/2023,2023,61.4,,,,,Udupi,120.22
Maharashtra,Solapur,7/1/2023,2023,2.68,,,,,7/1/2023,33.79
Maharashtra,Solapur,7/2/2023,2023,0.56,,,,,7/2/2023,20.95
Maharashtra,Solapur,7/3/2023,2023,12.14,,,,,7/3/2023,65.48
Maharashtra,Thane,7/1/2023,2023,92.32,,,,,Uttara Kannada,85.77
Maharashtra,Thane,7/2/2023,2023,51.77,,,,,7/1/2023,19.14
Maharashtra,Thane,7/3/2023,2023,42.97,,,,,7/2/2023,28.15
Maharashtra,Wardha,7/1/2023,2023,2.22,,,,,7/3/2023,38.48
Maharashtra,Wardha,7/2/2023,2023,0.08,,,,,Vijayapura,3.03
Maharashtra,Wardha,7/3/2023,2023,0.05,,,,,7/1/2023,0.02
Maharashtra,Washim,7/1/2023,2023,0.65,,,,,7/2/2023,0.53
Maharashtra,Washim,7/2/2023,2023,1.16,,,,,7/3/2023,2.48
Maharashtra,Washim,7/3/2023,2023,1.54,,,,,Yadgir,4.52
Maharashtra,Yavatmal,7/1/2023,2023,1.44,,,,,7/1/2023,0
Maharashtra,Yavatmal,7/2/2023,2023,0.15,,,,,7/2/2023,1.23
Maharashtra,Yavatmal,7/3/2023,2023,0.65,,,,,7/3/2023,3.29
Manipur,Bishnupur,7/1/2023,2023,0.8,,,,,Kerala,512.36
Manipur,Bishnupur,7/2/2023,2023,1.95,,,,,Alappuzha,54.85
Manipur,Bishnupur,7/3/2023,2023,47.45,,,,,7/1/2023,5.66
Manipur,Chandel,7/1/2023,2023,0.12,,,,,7/2/2023,6.57
Manipur,Chandel,7/2/2023,2023,1.59,,,,,7/3/2023,42.62
Manipur,Chandel,7/3/2023,2023,3.19,,,,,Ernakulam,48.19
Manipur,Churachandpur,7/1/2023,2023,0.2,,,,,7/1/2023,3.12
Manipur,Churachandpur,7/2/2023,2023,0.6,,,,,7/2/2023,2.84
Manipur,Churachandpur,7/3/2023,2023,7.13,,,,,7/3/2023,42.23
Manipur,Imphal East,7/1/2023,2023,1.53,,,,,Idukki,27.83
Manipur,Imphal East,7/2/2023,2023,0.02,,,,,7/1/2023,3.13
Manipur,Imphal East,7/3/2023,2023,3.07,,,,,7/2/2023,2.76
Manipur,Imphal West,7/1/2023,2023,1.12,,,,,7/3/2023,21.94
Manipur,Imphal West,7/2/2023,2023,1.96,,,,,Kannur,41.79
Manipur,Imphal West,7/3/2023,2023,27.24,,,,,7/1/2023,10.95
Manipur,Jiribam,7/1/2023,2023,1.18,,,,,7/2/2023,4.06
Manipur,Jiribam,7/2/2023,2023,1.96,,,,,7/3/2023,26.78
Manipur,Jiribam,7/3/2023,2023,1.98,,,,,Kasaragod,58.59
Manipur,Kakching,7/1/2023,2023,0.15,,,,,7/1/2023,11.54
Manipur,Kakching,7/2/2023,2023,1.16,,,,,7/2/2023,5.1
Manipur,Kakching,7/3/2023,2023,12.93,,,,,7/3/2023,41.95
Manipur,Kamjong,7/1/2023,2023,0.25,,,,,Kollam,18.02
Manipur,Kamjong,7/2/2023,2023,0.04,,,,,7/1/2023,0.3
Manipur,Kamjong,7/3/2023,2023,0.73,,,,,7/2/2023,3.07
Manipur,Kangpokpi,7/1/2023,2023,20.49,,,,,7/3/2023,14.65
Manipur,Kangpokpi,7/2/2023,2023,0.69,,,,,Kottayam,50.73
Manipur,Kangpokpi,7/3/2023,2023,10.82,,,,,7/1/2023,3.09
Manipur,Noney,7/1/2023,2023,0.34,,,,,7/2/2023,3.53
Manipur,Noney,7/2/2023,2023,0.84,,,,,7/3/2023,44.11
Manipur,Noney,7/3/2023,2023,7.3,,,,,Kozhikode,36.47
Manipur,Pherzawl,7/1/2023,2023,0.52,,,,,7/1/2023,3.95
Manipur,Pherzawl,7/2/2023,2023,0.7,,,,,7/2/2023,10.51
Manipur,Pherzawl,7/3/2023,2023,3.3,,,,,7/3/2023,22.01
Manipur,Senapati,7/1/2023,2023,15.55,,,,,Malappuram,38.93
Manipur,Senapati,7/2/2023,2023,0.91,,,,,7/1/2023,8.9
Manipur,Senapati,7/3/2023,2023,2.33,,,,,7/2/2023,7.43
Manipur,Tamenglong,7/1/2023,2023,4.16,,,,,7/3/2023,22.6
Manipur,Tamenglong,7/2/2023,2023,8.6,,,,,Palakkad,18.55
Manipur,Tamenglong,7/3/2023,2023,4.02,,,,,7/1/2023,2.63
Manipur,Tengnoupal,7/1/2023,2023,0.06,,,,,7/2/2023,2
Manipur,Tengnoupal,7/2/2023,2023,0.09,,,,,7/3/2023,13.92
Manipur,Tengnoupal,7/3/2023,2023,1.38,,,,,Pathanamthitta,27.7
Manipur,Thoubal,7/1/2023,2023,0.99,,,,,7/1/2023,2.22
Manipur,Thoubal,7/2/2023,2023,0.41,,,,,7/2/2023,4.73
Manipur,Thoubal,7/3/2023,2023,2.88,,,,,7/3/2023,20.75
Manipur,Ukhrul,7/1/2023,2023,0.89,,,,,Thiruvananthapuram,8.48
Manipur,Ukhrul,7/2/2023,2023,0.42,,,,,7/1/2023,0.02
Manipur,Ukhrul,7/3/2023,2023,1.3,,,,,7/2/2023,0.96
Meghalaya,East Garo Hills,7/1/2023,2023,23.66,,,,,7/3/2023,7.5
Meghalaya,East Garo Hills,7/2/2023,2023,56.95,,,,,Thrissur,44.79
Meghalaya,East Garo Hills,7/3/2023,2023,7.55,,,,,7/1/2023,3.53
Meghalaya,East Jaintia Hills,7/1/2023,2023,7.66,,,,,7/2/2023,3.63
Meghalaya,East Jaintia Hills,7/2/2023,2023,18.07,,,,,7/3/2023,37.63
Meghalaya,East Jaintia Hills,7/3/2023,2023,18.4,,,,,Wayanad,37.44
Meghalaya,East Khasi Hills,7/1/2023,2023,79.22,,,,,7/1/2023,7.22
Meghalaya,East Khasi Hills,7/2/2023,2023,107.71,,,,,7/2/2023,6.19
Meghalaya,East Khasi Hills,7/3/2023,2023,125.22,,,,,7/3/2023,24.03
Meghalaya,North Garo Hills,7/1/2023,2023,19.61,,,,,Ladakh,3.13
Meghalaya,North Garo Hills,7/2/2023,2023,19.63,,,,,Kargil,2.4
Meghalaya,North Garo Hills,7/3/2023,2023,5.07,,,,,7/1/2023,1.05
Meghalaya,Ri Bhoi,7/1/2023,2023,10.27,,,,,7/2/2023,0.02
Meghalaya,Ri Bhoi,7/2/2023,2023,40.46,,,,,7/3/2023,1.33
Meghalaya,Ri Bhoi,7/3/2023,2023,17.32,,,,,Leh Ladakh,0.73
Meghalaya,South Garo Hills,7/1/2023,2023,37.69,,,,,7/1/2023,0.12
Meghalaya,South Garo Hills,7/2/2023,2023,50.25,,,,,7/2/2023,0.06
Meghalaya,South Garo Hills,7/3/2023,2023,32.41,,,,,7/3/2023,0.55
Meghalaya,South West Garo Hills,7/1/2023,2023,5.18,,,,,Madhya Pradesh,1062.04
Meghalaya,South West Garo Hills,7/2/2023,2023,4.46,,,,,Agar Malwa,71.72
Meghalaya,South West Garo Hills,7/3/2023,2023,5.76,,,,,7/1/2023,4.18
Meghalaya,South West Khasi Hills,7/1/2023,2023,57.58,,,,,7/2/2023,45.29
Meghalaya,South West Khasi Hills,7/2/2023,2023,55.1,,,,,7/3/2023,22.25
Meghalaya,South West Khasi Hills,7/3/2023,2023,83.62,,,,,Alirajpur,43.31
Meghalaya,West Garo Hills,7/1/2023,2023,23.73,,,,,7/1/2023,1.98
Meghalaya,West Garo Hills,7/2/2023,2023,14.37,,,,,7/2/2023,36.58
Meghalaya,West Garo Hills,7/3/2023,2023,7.35,,,,,7/3/2023,4.75
Meghalaya,West Jaintia Hills,7/1/2023,2023,7.98,,,,,Anuppur,13.8
Meghalaya,West Jaintia Hills,7/2/2023,2023,41.48,,,,,7/1/2023,2.32
Meghalaya,West Jaintia Hills,7/3/2023,2023,28.53,,,,,7/2/2023,5.13
Meghalaya,West Khasi Hills,7/1/2023,2023,19.37,,,,,7/3/2023,6.35
Meghalaya,West Khasi Hills,7/2/2023,2023,35.4,,,,,Ashoknagar,8.25
Meghalaya,West Khasi Hills,7/3/2023,2023,26.77,,,,,7/1/2023,0.37
Mizoram,Aizawl,7/1/2023,2023,2.6,,,,,7/2/2023,7.76
Mizoram,Aizawl,7/2/2023,2023,0.26,,,,,7/3/2023,0.12
Mizoram,Aizawl,7/3/2023,2023,1.28,,,,,Balaghat,1.25
Mizoram,Champhai,7/1/2023,2023,1.89,,,,,7/1/2023,0.3
Mizoram,Champhai,7/2/2023,2023,0.67,,,,,7/2/2023,0.05
Mizoram,Champhai,7/3/2023,2023,2.48,,,,,7/3/2023,0.9
Mizoram,Kolasib,7/1/2023,2023,5.34,,,,,Barwani,17.35
Mizoram,Kolasib,7/2/2023,2023,2.16,,,,,7/1/2023,10.02
Mizoram,Kolasib,7/3/2023,2023,2.09,,,,,7/2/2023,4.74
Mizoram,Lawngtlai,7/1/2023,2023,0.91,,,,,7/3/2023,2.59
Mizoram,Lawngtlai,7/2/2023,2023,0.41,,,,,Betul,2.56
Mizoram,Lawngtlai,7/3/2023,2023,0.53,,,,,7/1/2023,1.55
Mizoram,Lunglei,7/1/2023,2023,2.13,,,,,7/2/2023,0.99
Mizoram,Lunglei,7/2/2023,2023,0.21,,,,,7/3/2023,0.02
Mizoram,Lunglei,7/3/2023,2023,0.16,,,,,Bhind,25.57
Mizoram,Mamit,7/1/2023,2023,8.64,,,,,7/1/2023,15.27
Mizoram,Mamit,7/2/2023,2023,2.82,,,,,7/2/2023,6.93
Mizoram,Mamit,7/3/2023,2023,0.92,,,,,7/3/2023,3.37
Mizoram,Saiha,7/1/2023,2023,0.45,,,,,Bhopal,19.72
Mizoram,Saiha,7/2/2023,2023,0.24,,,,,7/1/2023,14.8
Mizoram,Saiha,7/3/2023,2023,0.61,,,,,7/2/2023,4.64
Mizoram,Serchhip,7/1/2023,2023,1.63,,,,,7/3/2023,0.28
Mizoram,Serchhip,7/2/2023,2023,0.01,,,,,Burhanpur,2.71
Mizoram,Serchhip,7/3/2023,2023,0.08,,,,,7/1/2023,0.59
Nagaland,Dimapur,7/1/2023,2023,0.08,,,,,7/2/2023,0.92
Nagaland,Dimapur,7/2/2023,2023,2,,,,,7/3/2023,1.2
Nagaland,Dimapur,7/3/2023,2023,0.79,,,,,Chhatarpur,16.09
Nagaland,Kiphire,7/1/2023,2023,0.39,,,,,7/1/2023,7.38
Nagaland,Kiphire,7/2/2023,2023,0.09,,,,,7/2/2023,6.78
Nagaland,Kiphire,7/3/2023,2023,0.61,,,,,7/3/2023,1.93
Nagaland,Kohima,7/1/2023,2023,0.87,,,,,Chhindwara,6.4
Nagaland,Kohima,7/2/2023,2023,2.2,,,,,7/1/2023,4.85
Nagaland,Kohima,7/3/2023,2023,1.17,,,,,7/2/2023,1.27
Nagaland,Longleng,7/1/2023,2023,5.42,,,,,7/3/2023,0.28
Nagaland,Longleng,7/2/2023,2023,17.99,,,,,Damoh,6.27
Nagaland,Longleng,7/3/2023,2023,10.07,,,,,7/1/2023,1.65
Nagaland,Mokokchung,7/1/2023,2023,3.53,,,,,7/2/2023,3.79
Nagaland,Mokokchung,7/2/2023,2023,4.76,,,,,7/3/2023,0.83
Nagaland,Mokokchung,7/3/2023,2023,12.5,,,,,Datia,38.14
Nagaland,Mon,7/1/2023,2023,7.88,,,,,7/1/2023,19.46
Nagaland,Mon,7/2/2023,2023,13.75,,,,,7/2/2023,18.61
Nagaland,Mon,7/3/2023,2023,6.4,,,,,7/3/2023,0.07
Nagaland,Peren,7/1/2023,2023,0.22,,,,,Dewas,23.63
Nagaland,Peren,7/2/2023,2023,1.78,,,,,7/1/2023,13.57
Nagaland,Peren,7/3/2023,2023,0.47,,,,,7/2/2023,9.79
Nagaland,Phek,7/1/2023,2023,3.33,,,,,7/3/2023,0.27
Nagaland,Phek,7/2/2023,2023,3.15,,,,,Dhar,18.11
Nagaland,Phek,7/3/2023,2023,1.05,,,,,7/1/2023,4.5
Nagaland,Tuensang,7/1/2023,2023,0.46,,,,,7/2/2023,7.94
Nagaland,Tuensang,7/2/2023,2023,3.34,,,,,7/3/2023,5.67
Nagaland,Tuensang,7/3/2023,2023,0.98,,,,,Dindori,13.74
Nagaland,Wokha,7/1/2023,2023,0.04,,,,,7/1/2023,10.61
Nagaland,Wokha,7/2/2023,2023,0.53,,,,,7/2/2023,1.88
Nagaland,Wokha,7/3/2023,2023,2.19,,,,,7/3/2023,1.25
Nagaland,Zunheboto,7/1/2023,2023,16.98,,,,,East Nimar,11.99
Nagaland,Zunheboto,7/2/2023,2023,2.31,,,,,7/1/2023,7.03
Nagaland,Zunheboto,7/3/2023,2023,14.58,,,,,7/2/2023,4.77
Odisha,Anugul,7/1/2023,2023,1.73,,,,,7/3/2023,0.19
Odisha,Anugul,7/2/2023,2023,1.15,,,,,Guna,20.26
Odisha,Anugul,7/3/2023,2023,0.13,,,,,7/1/2023,11.72
Odisha,Balangir,7/1/2023,2023,0.17,,,,,7/2/2023,8.21
Odisha,Balangir,7/2/2023,2023,0.01,,,,,7/3/2023,0.33
Odisha,Balangir,7/3/2023,2023,0,,,,,Gwalior,28.47
Odisha,Baleshwar,7/1/2023,2023,5.92,,,,,7/1/2023,17.09
Odisha,Baleshwar,7/2/2023,2023,0.14,,,,,7/2/2023,11.32
Odisha,Baleshwar,7/3/2023,2023,1.3,,,,,7/3/2023,0.06
Odisha,Bargarh,7/1/2023,2023,0.46,,,,,Harda,6.87
Odisha,Bargarh,7/2/2023,2023,0.02,,,,,7/1/2023,3.94
Odisha,Bargarh,7/3/2023,2023,0,,,,,7/2/2023,2.74
Odisha,Bhadrak,7/1/2023,2023,4.1,,,,,7/3/2023,0.19
Odisha,Bhadrak,7/2/2023,2023,3.33,,,,,Hoshangabad,8.08
Odisha,Bhadrak,7/3/2023,2023,0.31,,,,,7/1/2023,5.98
Odisha,Boudh,7/1/2023,2023,0.77,,,,,7/2/2023,2.08
Odisha,Boudh,7/2/2023,2023,0.89,,,,,7/3/2023,0.02
Odisha,Boudh,7/3/2023,2023,0.12,,,,,Indore,28.49
Odisha,Cuttack,7/1/2023,2023,14.64,,,,,7/1/2023,8.31
Odisha,Cuttack,7/2/2023,2023,3.31,,,,,7/2/2023,11.23
Odisha,Cuttack,7/3/2023,2023,1.37,,,,,7/3/2023,8.95
Odisha,Deogarh,7/1/2023,2023,0.42,,,,,Jabalpur,12.19
Odisha,Deogarh,7/2/2023,2023,0.28,,,,,7/1/2023,10.44
Odisha,Deogarh,7/3/2023,2023,0,,,,,7/2/2023,0.51
Odisha,Dhenkanal,7/1/2023,2023,12.77,,,,,7/3/2023,1.24
Odisha,Dhenkanal,7/2/2023,2023,2.36,,,,,Jhabua,26.63
Odisha,Dhenkanal,7/3/2023,2023,1.73,,,,,7/1/2023,7.94
Odisha,Gajapati,7/1/2023,2023,0.01,,,,,7/2/2023,8.27
Odisha,Gajapati,7/2/2023,2023,0.16,,,,,7/3/2023,10.42
