State,District,Date,Year,Avg_rainfall,,,,,,
Odisha,Gajapati,7/3/2023,2023,8.83,,,,,Katni,10.3
Odisha,Ganjam,7/1/2023,2023,1.56,,,,,7/1/2023,1.59
Odisha,Ganjam,7/2/2023,2023,2.51,,,,,7/2/2023,8.57
Odisha,Ganjam,7/3/2023,2023,5.06,,,,,7/3/2023,0.14
Odisha,Jagatsinghapur,7/1/2023,2023,0,,,,,Khargone,13.29
Odisha,Jagatsinghapur,7/2/2023,2023,10.65,,,,,7/1/2023,6.31
Odisha,Jagatsinghapur,7/3/2023,2023,0,,,,,7/2/2023,6.09
Odisha,Jajapur,7/1/2023,2023,2.58,,,,,7/3/2023,0.89
Odisha,Jajapur,7/2/2023,2023,0.77,,,,,Mandla,8.67
Odisha,Jajapur,7/3/2023,2023,0.69,,,,,7/1/2023,5.47
Odisha,Jharsuguda,7/1/2023,2023,0.17,,,,,7/2/2023,3
Odisha,Jharsuguda,7/2/2023,2023,0,,,,,7/3/2023,0.2
Odisha,Kalahandi,7/1/2023,2023,0.25,,,,,Mandsaur,51.69
Odisha,Kalahandi,7/2/2023,2023,0.14,,,,,7/1/2023,18.04
Odisha,Kalahandi,7/3/2023,2023,0.01,,,,,7/2/2023,25.25
Odisha,Kandhamal,7/1/2023,2023,1.02,,,,,7/3/2023,8.4
Odisha,Kandhamal,7/2/2023,2023,0.5,,,,,Morena,16.44
Odisha,Kandhamal,7/3/2023,2023,0.33,,,,,7/1/2023,10.89
Odisha,Kendrapara,7/1/2023,2023,0.2,,,,,7/2/2023,5.25
Odisha,Kendrapara,7/2/2023,2023,6.74,,,,,7/3/2023,0.3
Odisha,Kendrapara,7/3/2023,2023,0.53,,,,,Narsinghpur,7.07
Odisha,Kendujhar,7/1/2023,2023,0.81,,,,,7/1/2023,4.78
Odisha,Kendujhar,7/2/2023,2023,1.31,,,,,7/2/2023,2.29
Odisha,Kendujhar,7/3/2023,2023,0.31,,,,,7/3/2023,0
Odisha,Khordha,7/1/2023,2023,4.14,,,,,Neemuch,68.22
Odisha,Khordha,7/2/2023,2023,2.37,,,,,7/1/2023,45.07
Odisha,Khordha,7/3/2023,2023,0.31,,,,,7/2/2023,11.66
Odisha,Koraput,7/1/2023,2023,0.14,,,,,7/3/2023,11.49
Odisha,Koraput,7/2/2023,2023,2.32,,,,,Niwari,11.58
Odisha,Koraput,7/3/2023,2023,0.67,,,,,7/1/2023,5.98
Odisha,Malkangiri,7/1/2023,2023,0.23,,,,,7/2/2023,5.47
Odisha,Malkangiri,7/2/2023,2023,0.75,,,,,7/3/2023,0.13
Odisha,Malkangiri,7/3/2023,2023,3.62,,,,,Panna,13.02
Odisha,Mayurbhanj,7/1/2023,2023,4.08,,,,,7/1/2023,2.25
Odisha,Mayurbhanj,7/2/2023,2023,5.62,,,,,7/2/2023,9.39
Odisha,Mayurbhanj,7/3/2023,2023,1.5,,,,,7/3/2023,1.38
Odisha,Nabarangpur,7/1/2023,2023,0.01,,,,,Raisen,16.2
Odisha,Nabarangpur,7/2/2023,2023,0,,,,,7/1/2023,6.82
Odisha,Nabarangpur,7/3/2023,2023,0.01,,,,,7/2/2023,6.7
Odisha,Nayagarh,7/1/2023,2023,26.39,,,,,7/3/2023,2.68
Odisha,Nayagarh,7/2/2023,2023,11.84,,,,,Rajgarh,38.14
Odisha,Nayagarh,7/3/2023,2023,2.11,,,,,7/1/2023,13.02
Odisha,Nuapada,7/1/2023,2023,0.03,,,,,7/2/2023,17.27
Odisha,Nuapada,7/2/2023,2023,0,,,,,7/3/2023,7.85
Odisha,Nuapada,7/3/2023,2023,0,,,,,Ratlam,43.7
Odisha,Puri,7/1/2023,2023,0.09,,,,,7/1/2023,17.82
Odisha,Puri,7/2/2023,2023,0.29,,,,,7/2/2023,15.06
Odisha,Puri,7/3/2023,2023,0.04,,,,,7/3/2023,10.82
Odisha,Rayagada,7/1/2023,2023,0.02,,,,,Rewa,11.53
Odisha,Rayagada,7/2/2023,2023,0.09,,,,,7/1/2023,6.37
Odisha,Rayagada,7/3/2023,2023,4.55,,,,,7/2/2023,4.84
Odisha,Sambalpur,7/1/2023,2023,0.41,,,,,7/3/2023,0.32
Odisha,Sambalpur,7/2/2023,2023,0.48,,,,,Sagar,8.28
Odisha,Sambalpur,7/3/2023,2023,0,,,,,7/1/2023,3.32
Odisha,Sonepur,7/1/2023,2023,0.07,,,,,7/2/2023,4.7
Odisha,Sonepur,7/2/2023,2023,0.1,,,,,7/3/2023,0.26
Odisha,Sonepur,7/3/2023,2023,0.01,,,,,Satna,11.98
Odisha,Sundargarh,7/1/2023,2023,0.47,,,,,7/1/2023,1.67
Odisha,Sundargarh,7/2/2023,2023,1.89,,,,,7/2/2023,5.04
Odisha,Sundargarh,7/3/2023,2023,0,,,,,7/3/2023,5.27
Puducherry,Karaikal,7/1/2023,2023,0.05,,,,,Sehore,19.65
Puducherry,Mahe,7/1/2023,2023,15.5,,,,,7/1/2023,11.73
Puducherry,Mahe,7/2/2023,2023,2,,,,,7/2/2023,7.8
Puducherry,Mahe,7/3/2023,2023,18,,,,,7/3/2023,0.12
Puducherry,Pondicherry,7/1/2023,2023,0.29,,,,,Seoni,9.31
Puducherry,Pondicherry,7/2/2023,2023,16.13,,,,,7/1/2023,4.4
Puducherry,Pondicherry,7/3/2023,2023,0.17,,,,,7/2/2023,4.69
Punjab,Amritsar,7/1/2023,2023,13.39,,,,,7/3/2023,0.22
Punjab,Amritsar,7/2/2023,2023,0.1,,,,,Shahdol,11.48
Punjab,Amritsar,7/3/2023,2023,0,,,,,7/1/2023,6.78
Punjab,Barnala,7/1/2023,2023,17.1,,,,,7/2/2023,2.12
Punjab,Barnala,7/2/2023,2023,2.09,,,,,7/3/2023,2.58
Punjab,Bathinda,7/1/2023,2023,8.22,,,,,Shajapur,40.89
Punjab,Bathinda,7/2/2023,2023,4.03,,,,,7/1/2023,8.13
Punjab,Faridkot,7/1/2023,2023,2.93,,,,,7/2/2023,25
Punjab,Faridkot,7/2/2023,2023,2,,,,,7/3/2023,7.76
Punjab,Fatehgarh Sahib,7/1/2023,2023,9.38,,,,,Sheopur,44.67
Punjab,Fatehgarh Sahib,7/2/2023,2023,21.35,,,,,7/1/2023,34.66
Punjab,Fatehgarh Sahib,7/3/2023,2023,0.02,,,,,7/2/2023,7.8
Punjab,Fazilka,7/1/2023,2023,2.28,,,,,7/3/2023,2.21
Punjab,Fazilka,7/2/2023,2023,10.41,,,,,Shivpuri,26.14
Punjab,Firozepur,7/1/2023,2023,3.24,,,,,7/1/2023,6.57
Punjab,Firozepur,7/2/2023,2023,3.75,,,,,7/2/2023,19.05
Punjab,Firozepur,7/3/2023,2023,0,,,,,7/3/2023,0.52
Punjab,Gurdaspur,7/1/2023,2023,3.27,,,,,Sidhi,9.63
Punjab,Gurdaspur,7/2/2023,2023,0.24,,,,,7/1/2023,4.14
Punjab,Gurdaspur,7/3/2023,2023,0.6,,,,,7/2/2023,5.13
Punjab,Hoshiarpur,7/1/2023,2023,1.93,,,,,7/3/2023,0.36
Punjab,Hoshiarpur,7/2/2023,2023,0.04,,,,,Singrauli,10.58
Punjab,Hoshiarpur,7/3/2023,2023,0.06,,,,,7/1/2023,2.29
Punjab,Jalandhar,7/1/2023,2023,1.94,,,,,7/2/2023,6.49
Punjab,Jalandhar,7/2/2023,2023,0.17,,,,,7/3/2023,1.8
Punjab,Jalandhar,7/3/2023,2023,0.04,,,,,Tikamgarh,21.08
Punjab,Kapurthala,7/1/2023,2023,0.55,,,,,7/1/2023,6.07
Punjab,Kapurthala,7/2/2023,2023,0.05,,,,,7/2/2023,14
Punjab,Kapurthala,7/3/2023,2023,0.14,,,,,7/3/2023,1.01
Punjab,Ludhiana,7/1/2023,2023,1.93,,,,,Ujjain,33.49
Punjab,Ludhiana,7/2/2023,2023,6.77,,,,,7/1/2023,3.09
Punjab,Ludhiana,7/3/2023,2023,0,,,,,7/2/2023,26.37
Punjab,Mansa,7/1/2023,2023,4.75,,,,,7/3/2023,4.03
Punjab,Mansa,7/2/2023,2023,0.59,,,,,Umaria,18.03
Punjab,Mansa,7/3/2023,2023,0,,,,,7/1/2023,9.12
Punjab,Moga,7/1/2023,2023,5.16,,,,,7/2/2023,8.47
Punjab,Moga,7/2/2023,2023,1.45,,,,,7/3/2023,0.44
Punjab,Moga,7/3/2023,2023,0,,,,,Vidisha,15.38
Punjab,Pathankot,7/1/2023,2023,1.51,,,,,7/1/2023,11.62
Punjab,Pathankot,7/2/2023,2023,0,,,,,7/2/2023,2.74
Punjab,Pathankot,7/3/2023,2023,7.63,,,,,7/3/2023,1.02
Punjab,Patiala,7/1/2023,2023,11.85,,,,,Maharashtra,1583.35
Punjab,Patiala,7/2/2023,2023,0.62,,,,,Ahmednagar,14.63
Punjab,Patiala,7/3/2023,2023,0.02,,,,,7/1/2023,6.3
Punjab,Rupnagar,7/1/2023,2023,1.86,,,,,7/2/2023,1.84
Punjab,Rupnagar,7/2/2023,2023,12.38,,,,,7/3/2023,6.49
Punjab,Rupnagar,7/3/2023,2023,1.92,,,,,Akola,2.43
Punjab,S.A.S Nagar,7/1/2023,2023,8.17,,,,,7/1/2023,0.79
Punjab,S.A.S Nagar,7/2/2023,2023,9.61,,,,,7/2/2023,1.28
Punjab,S.A.S Nagar,7/3/2023,2023,0.83,,,,,7/3/2023,0.36
Punjab,Sangrur,7/1/2023,2023,9.33,,,,,Amravati,3.61
Punjab,Sangrur,7/2/2023,2023,0.66,,,,,7/1/2023,2.03
Punjab,Sangrur,7/3/2023,2023,0,,,,,7/2/2023,0.89
Punjab,Shahid Bhagat Singh Nagar,7/1/2023,2023,2.5,,,,,7/3/2023,0.69
Punjab,Shahid Bhagat Singh Nagar,7/2/2023,2023,2.82,,,,,Aurangabad,14.12
Punjab,Shahid Bhagat Singh Nagar,7/3/2023,2023,0.08,,,,,7/1/2023,0.52
Punjab,Sri Muktsar Sahib,7/1/2023,2023,1.22,,,,,7/2/2023,1.05
Punjab,Sri Muktsar Sahib,7/2/2023,2023,3.63,,,,,7/3/2023,12.55
Punjab,Tarn Taran,7/1/2023,2023,0.14,,,,,Beed,15.98
Punjab,Tarn Taran,7/2/2023,2023,0.06,,,,,7/1/2023,4.96
Punjab,Tarn Taran,7/3/2023,2023,0.01,,,,,7/2/2023,0.06
Rajasthan,Ajmer,7/1/2023,2023,3.24,,,,,7/3/2023,10.96
Rajasthan,Ajmer,7/2/2023,2023,3.99,,,,,Bhandara,0.38
Rajasthan,Ajmer,7/3/2023,2023,2.51,,,,,7/1/2023,0.01
Rajasthan,Alwar,7/1/2023,2023,2.99,,,,,7/2/2023,0.33
Rajasthan,Alwar,7/2/2023,2023,0.8,,,,,7/3/2023,0.04
Rajasthan,Alwar,7/3/2023,2023,0.21,,,,,Buldhana,3.09
Rajasthan,Banswara,7/1/2023,2023,2.37,,,,,7/1/2023,0.48
Rajasthan,Banswara,7/2/2023,2023,14.76,,,,,7/2/2023,1.62
Rajasthan,Banswara,7/3/2023,2023,2.57,,,,,7/3/2023,0.99
Rajasthan,Baran,7/1/2023,2023,6.73,,,,,Chandrapur,1.29
Rajasthan,Baran,7/2/2023,2023,16.18,,,,,7/1/2023,1.22
Rajasthan,Baran,7/3/2023,2023,4.8,,,,,7/2/2023,0.05
Rajasthan,Barmer,7/1/2023,2023,1.01,,,,,7/3/2023,0.02
Rajasthan,Barmer,7/2/2023,2023,0.13,,,,,Dhule,16.09
Rajasthan,Bharatpur,7/1/2023,2023,1.62,,,,,7/1/2023,11.68
Rajasthan,Bharatpur,7/2/2023,2023,0.37,,,,,7/2/2023,3.36
Rajasthan,Bharatpur,7/3/2023,2023,1.59,,,,,7/3/2023,1.05
Rajasthan,Bhilwara,7/1/2023,2023,8.97,,,,,Gadchiroli,0.49
Rajasthan,Bhilwara,7/2/2023,2023,0.67,,,,,7/1/2023,0.44
Rajasthan,Bhilwara,7/3/2023,2023,0.6,,,,,7/2/2023,0.04
Rajasthan,Bikaner,7/1/2023,2023,18.75,,,,,7/3/2023,0.01
Rajasthan,Bikaner,7/2/2023,2023,10.12,,,,,Gondia,0.97
Rajasthan,Bikaner,7/3/2023,2023,1.32,,,,,7/1/2023,0.42
Rajasthan,Bundi,7/1/2023,2023,18.11,,,,,7/2/2023,0.04
Rajasthan,Bundi,7/2/2023,2023,3.28,,,,,7/3/2023,0.51
Rajasthan,Bundi,7/3/2023,2023,0,,,,,Hingoli,3.5
Rajasthan,Chittorgarh,7/1/2023,2023,21.78,,,,,7/1/2023,0.96
Rajasthan,Chittorgarh,7/2/2023,2023,4.66,,,,,7/2/2023,0.21
Rajasthan,Chittorgarh,7/3/2023,2023,3.95,,,,,7/3/2023,2.33
Rajasthan,Churu,7/1/2023,2023,10.47,,,,,Jalgaon,12.18
Rajasthan,Churu,7/2/2023,2023,6.3,,,,,7/1/2023,1.22
Rajasthan,Churu,7/3/2023,2023,2.27,,,,,7/2/2023,2.23
Rajasthan,Dausa,7/1/2023,2023,14.74,,,,,7/3/2023,8.73
Rajasthan,Dausa,7/2/2023,2023,5.7,,,,,Jalna,4.25
Rajasthan,Dausa,7/3/2023,2023,0.1,,,,,7/1/2023,0.09
Rajasthan,Dholpur,7/1/2023,2023,31.04,,,,,7/2/2023,0.22
Rajasthan,Dholpur,7/2/2023,2023,0.81,,,,,7/3/2023,3.94
Rajasthan,Dholpur,7/3/2023,2023,1.26,,,,,Kolhapur,57.98
Rajasthan,Dungarpur,7/1/2023,2023,0.38,,,,,7/1/2023,20.95
Rajasthan,Dungarpur,7/2/2023,2023,10.85,,,,,7/2/2023,19.68
Rajasthan,Dungarpur,7/3/2023,2023,0.22,,,,,7/3/2023,17.35
Rajasthan,Ganganagar,7/1/2023,2023,4.06,,,,,Latur,17.27
Rajasthan,Ganganagar,7/2/2023,2023,23.4,,,,,7/1/2023,0.09
Rajasthan,Ganganagar,7/3/2023,2023,0.01,,,,,7/2/2023,0.09
Rajasthan,Hanumangarh,7/1/2023,2023,0.06,,,,,7/3/2023,17.09
Rajasthan,Hanumangarh,7/2/2023,2023,4.19,,,,,Mumbai City,85.74
Rajasthan,Hanumangarh,7/3/2023,2023,0.02,,,,,7/1/2023,56.62
Rajasthan,Jaipur,7/1/2023,2023,15.16,,,,,7/2/2023,8.95
Rajasthan,Jaipur,7/2/2023,2023,11.62,,,,,7/3/2023,20.17
Rajasthan,Jaipur,7/3/2023,2023,2.87,,,,,Mumbai Suburban,182.61
Rajasthan,Jaisalmer,7/1/2023,2023,12.6,,,,,7/1/2023,93.49
Rajasthan,Jaisalmer,7/2/2023,2023,0.15,,,,,7/2/2023,51.15
Rajasthan,Jalore,7/1/2023,2023,2.49,,,,,7/3/2023,37.97
Rajasthan,Jalore,7/2/2023,2023,0.75,,,,,Nagpur,3.02
Rajasthan,Jalore,7/3/2023,2023,0.01,,,,,7/1/2023,1.57
Rajasthan,Jhalawar,7/1/2023,2023,11.59,,,,,7/2/2023,0.7
Rajasthan,Jhalawar,7/2/2023,2023,25.77,,,,,7/3/2023,0.75
Rajasthan,Jhalawar,7/3/2023,2023,9.27,,,,,Nanded,4.77
Rajasthan,Jhunjhunu,7/1/2023,2023,2.37,,,,,7/1/2023,0.68
Rajasthan,Jhunjhunu,7/2/2023,2023,3.89,,,,,7/2/2023,0.02
Rajasthan,Jhunjhunu,7/3/2023,2023,0.7,,,,,7/3/2023,4.07
Rajasthan,Jodhpur,7/1/2023,2023,10.53,,,,,Nandurbar,31.32
Rajasthan,Jodhpur,7/2/2023,2023,0.74,,,,,7/1/2023,12.8
Rajasthan,Jodhpur,7/3/2023,2023,0.38,,,,,7/2/2023,13.78
Rajasthan,Karauli,7/1/2023,2023,14.03,,,,,7/3/2023,4.74
Rajasthan,Karauli,7/2/2023,2023,1.99,,,,,Nashik,70.4
Rajasthan,Karauli,7/3/2023,2023,0.39,,,,,7/1/2023,38.79
Rajasthan,Kota,7/1/2023,2023,21.19,,,,,7/2/2023,25.77
Rajasthan,Kota,7/2/2023,2023,12.03,,,,,7/3/2023,5.84
Rajasthan,Kota,7/3/2023,2023,1.66,,,,,Osmanabad,32.07
Rajasthan,Nagaur,7/1/2023,2023,5.77,,,,,7/1/2023,1.92
Rajasthan,Nagaur,7/2/2023,2023,3.46,,,,,7/2/2023,0.29
Rajasthan,Nagaur,7/3/2023,2023,5.22,,,,,7/3/2023,29.86
Rajasthan,Pali,7/1/2023,2023,0.22,,,,,Palghar,200.81
Rajasthan,Pali,7/2/2023,2023,0.81,,,,,7/1/2023,88.16
Rajasthan,Pali,7/3/2023,2023,0.24,,,,,7/2/2023,81
Rajasthan,Pratapgarh,7/1/2023,2023,18.4,,,,,7/3/2023,31.65
Rajasthan,Pratapgarh,7/2/2023,2023,24.42,,,,,Parbhani,6.41
Rajasthan,Pratapgarh,7/3/2023,2023,2.91,,,,,7/1/2023,1.07
Rajasthan,Rajsamand,7/1/2023,2023,0.09,,,,,7/2/2023,0.18
Rajasthan,Rajsamand,7/2/2023,2023,0.3,,,,,7/3/2023,5.16
Rajasthan,Rajsamand,7/3/2023,2023,1.52,,,,,Pune,44.27
Rajasthan,Sawai Madhopur,7/1/2023,2023,35.3,,,,,7/1/2023,24.28
Rajasthan,Sawai Madhopur,7/2/2023,2023,2.57,,,,,7/2/2023,10.85
Rajasthan,Sawai Madhopur,7/3/2023,2023,0.25,,,,,7/3/2023,9.14
Rajasthan,Sikar,7/1/2023,2023,16.9,,,,,Raigad,199.32
Rajasthan,Sikar,7/2/2023,2023,4.58,,,,,7/1/2023,98.13
Rajasthan,Sikar,7/3/2023,2023,4.2,,,,,7/2/2023,58.84
Rajasthan,Sirohi,7/1/2023,2023,20,,,,,7/3/2023,42.35
Rajasthan,Sirohi,7/2/2023,2023,19.87,,,,,Ratnagiri,150.71
Rajasthan,Sirohi,7/3/2023,2023,0.09,,,,,7/1/2023,78.21
Rajasthan,Tonk,7/1/2023,2023,26.71,,,,,7/2/2023,40.11
Rajasthan,Tonk,7/2/2023,2023,12.08,,,,,7/3/2023,32.39
Rajasthan,Tonk,7/3/2023,2023,6.78,,,,,Sangli,6.98
Rajasthan,Udaipur,7/1/2023,2023,1.02,,,,,7/1/2023,3.95
Rajasthan,Udaipur,7/2/2023,2023,23.1,,,,,7/2/2023,1.26
Rajasthan,Udaipur,7/3/2023,2023,1.77,,,,,7/3/2023,1.77
Sikkim,East District,7/1/2023,2023,6.95,,,,,Satara,36.56
Sikkim,East District,7/2/2023,2023,20.61,,,,,7/1/2023,23.01
Sikkim,East District,7/3/2023,2023,1.2,,,,,7/2/2023,9.46
Sikkim,North District,7/1/2023,2023,2.41,,,,,7/3/2023,4.09
Sikkim,North District,7/2/2023,2023,7.86,,,,,Sindhudurg,149.72
Sikkim,North District,7/3/2023,2023,2.15,,,,,7/1/2023,43.79
Sikkim,South District,7/1/2023,2023,2.83,,,,,7/2/2023,44.53
Sikkim,South District,7/2/2023,2023,7.68,,,,,7/3/2023,61.4
Sikkim,South District,7/3/2023,2023,7.13,,,,,Solapur,15.38
Sikkim,West District,7/1/2023,2023,4.34,,,,,7/1/2023,2.68
Sikkim,West District,7/2/2023,2023,5.72,,,,,7/2/2023,0.56
Sikkim,West District,7/3/2023,2023,8.48,,,,,7/3/2023,12.14
Tamil Nadu,Ariyalur,7/1/2023,2023,1.42,,,,,Thane,187.06
Tamil Nadu,Ariyalur,7/2/2023,2023,1.49,,,,,7/1/2023,92.32
Tamil Nadu,Ariyalur,7/3/2023,2023,0.67,,,,,7/2/2023,51.77
Tamil Nadu,Chengalpattu,7/1/2023,2023,0.06,,,,,7/3/2023,42.97
Tamil Nadu,Chengalpattu,7/2/2023,2023,3.09,,,,,Wardha,2.35
Tamil Nadu,Chengalpattu,7/3/2023,2023,10.8,,,,,7/1/2023,2.22
Tamil Nadu,Chennai,7/2/2023,2023,0.16,,,,,7/2/2023,0.08
Tamil Nadu,Chennai,7/3/2023,2023,0.64,,,,,7/3/2023,0.05
Tamil Nadu,Coimbatore,7/1/2023,2023,0.49,,,,,Washim,3.35
Tamil Nadu,Coimbatore,7/2/2023,2023,1.26,,,,,7/1/2023,0.65
Tamil Nadu,Coimbatore,7/3/2023,2023,4.63,,,,,7/2/2023,1.16
Tamil Nadu,Cuddalore,7/1/2023,2023,12.52,,,,,7/3/2023,1.54
Tamil Nadu,Cuddalore,7/2/2023,2023,6.3,,,,,Yavatmal,2.24
Tamil Nadu,Cuddalore,7/3/2023,2023,3.9,,,,,7/1/2023,1.44
Tamil Nadu,Dharmapuri,7/1/2023,2023,0.01,,,,,7/2/2023,0.15
Tamil Nadu,Dharmapuri,7/2/2023,2023,0.43,,,,,7/3/2023,0.65
Tamil Nadu,Dharmapuri,7/3/2023,2023,0.22,,,,,Manipur,207.34
Tamil Nadu,Dindigul,7/1/2023,2023,0.14,,,,,Bishnupur,50.2
Tamil Nadu,Dindigul,7/2/2023,2023,0.2,,,,,7/1/2023,0.8
Tamil Nadu,Dindigul,7/3/2023,2023,0.77,,,,,7/2/2023,1.95
Tamil Nadu,Erode,7/1/2023,2023,0.09,,,,,7/3/2023,47.45
Tamil Nadu,Erode,7/2/2023,2023,0.28,,,,,Chandel,4.9
Tamil Nadu,Erode,7/3/2023,2023,1.18,,,,,7/1/2023,0.12
Tamil Nadu,Kallakurichi,7/1/2023,2023,7.82,,,,,7/2/2023,1.59
Tamil Nadu,Kallakurichi,7/2/2023,2023,1.77,,,,,7/3/2023,3.19
Tamil Nadu,Kallakurichi,7/3/2023,2023,1.92,,,,,Churachandpur,7.93
Tamil Nadu,Kanchipuram,7/1/2023,2023,0.66,,,,,7/1/2023,0.2
Tamil Nadu,Kanchipuram,7/2/2023,2023,5.98,,,,,7/2/2023,0.6
Tamil Nadu,Kanchipuram,7/3/2023,2023,17.15,,,,,7/3/2023,7.13
Tamil Nadu,Kanniyakumari,7/1/2023,2023,0,,,,,Imphal East,4.62
Tamil Nadu,Kanniyakumari,7/2/2023,2023,0.09,,,,,7/1/2023,1.53
Tamil Nadu,Kanniyakumari,7/3/2023,2023,0.73,,,,,7/2/2023,0.02
Tamil Nadu,Karur,7/1/2023,2023,0,,,,,7/3/2023,3.07
Tamil Nadu,Karur,7/2/2023,2023,0.02,,,,,Imphal West,30.32
Tamil Nadu,Karur,7/3/2023,2023,1.21,,,,,7/1/2023,1.12
Tamil Nadu,Krishnagiri,7/1/2023,2023,0,,,,,7/2/2023,1.96
Tamil Nadu,Krishnagiri,7/2/2023,2023,0.28,,,,,7/3/2023,27.24
Tamil Nadu,Krishnagiri,7/3/2023,2023,0.4,,,,,Jiribam,5.12
Tamil Nadu,Madurai,7/1/2023,2023,0,,,,,7/1/2023,1.18
Tamil Nadu,Madurai,7/2/2023,2023,0.34,,,,,7/2/2023,1.96
Tamil Nadu,Madurai,7/3/2023,2023,2.06,,,,,7/3/2023,1.98
Tamil Nadu,Nagapattinam,7/1/2023,2023,0.22,,,,,Kakching,14.24
Tamil Nadu,Nagapattinam,7/2/2023,2023,1.89,,,,,7/1/2023,0.15
Tamil Nadu,Nagapattinam,7/3/2023,2023,0.37,,,,,7/2/2023,1.16
Tamil Nadu,Namakkal,7/1/2023,2023,0.07,,,,,7/3/2023,12.93
Tamil Nadu,Namakkal,7/2/2023,2023,0.02,,,,,Kamjong,1.02
Tamil Nadu,Namakkal,7/3/2023,2023,0.12,,,,,7/1/2023,0.25
Tamil Nadu,Perambalur,7/1/2023,2023,0.09,,,,,7/2/2023,0.04
Tamil Nadu,Perambalur,7/2/2023,2023,0.19,,,,,7/3/2023,0.73
Tamil Nadu,Perambalur,7/3/2023,2023,0.06,,,,,Kangpokpi,32
Tamil Nadu,Pudukkottai,7/1/2023,2023,0.15,,,,,7/1/2023,20.49
Tamil Nadu,Pudukkottai,7/2/2023,2023,0.03,,,,,7/2/2023,0.69
Tamil Nadu,Pudukkottai,7/3/2023,2023,5.41,,,,,7/3/2023,10.82
Tamil Nadu,Ramanathapuram,7/1/2023,2023,0.05,,,,,Noney,8.48
Tamil Nadu,Ramanathapuram,7/2/2023,2023,0.15,,,,,7/1/2023,0.34
Tamil Nadu,Ramanathapuram,7/3/2023,2023,0.16,,,,,7/2/2023,0.84
Tamil Nadu,Ranipet,7/1/2023,2023,0.49,,,,,7/3/2023,7.3
Tamil Nadu,Ranipet,7/2/2023,2023,4.66,,,,,Pherzawl,4.52
Tamil Nadu,Ranipet,7/3/2023,2023,3.56,,,,,7/1/2023,0.52
Tamil Nadu,Salem,7/1/2023,2023,0.29,,,,,7/2/2023,0.7
Tamil Nadu,Salem,7/2/2023,2023,0.26,,,,,7/3/2023,3.3
Tamil Nadu,Salem,7/3/2023,2023,0.22,,,,,Senapati,18.79
Tamil Nadu,Sivaganga,7/1/2023,2023,0.01,,,,,7/1/2023,15.55
Tamil Nadu,Sivaganga,7/2/2023,2023,2.85,,,,,7/2/2023,0.91
Tamil Nadu,Sivaganga,7/3/2023,2023,2.84,,,,,7/3/2023,2.33
Tamil Nadu,Tenkasi,7/1/2023,2023,0,,,,,Tamenglong,16.78
Tamil Nadu,Tenkasi,7/2/2023,2023,0.29,,,,,7/1/2023,4.16
Tamil Nadu,Tenkasi,7/3/2023,2023,2,,,,,7/2/2023,8.6
Tamil Nadu,Thanjavur,7/1/2023,2023,0.47,,,,,7/3/2023,4.02
Tamil Nadu,Thanjavur,7/2/2023,2023,0.28,,,,,Tengnoupal,1.53
Tamil Nadu,Thanjavur,7/3/2023,2023,2.07,,,,,7/1/2023,0.06
Tamil Nadu,The Nilgiris,7/1/2023,2023,1.53,,,,,7/2/2023,0.09
Tamil Nadu,The Nilgiris,7/2/2023,2023,5.9,,,,,7/3/2023,1.38
Tamil Nadu,The Nilgiris,7/3/2023,2023,5.36,,,,,Thoubal,4.28
Tamil Nadu,Theni,7/1/2023,2023,0.13,,,,,7/1/2023,0.99
Tamil Nadu,Theni,7/2/2023,2023,0.41,,,,,7/2/2023,0.41
Tamil Nadu,Theni,7/3/2023,2023,4.31,,,,,7/3/2023,2.88
Tamil Nadu,Thiruvallur,7/1/2023,2023,1.93,,,,,Ukhrul,2.61
Tamil Nadu,Thiruvallur,7/2/2023,2023,1.17,,,,,7/1/2023,0.89
Tamil Nadu,Thiruvallur,7/3/2023,2023,3.11,,,,,7/2/2023,0.42
Tamil Nadu,Thiruvarur,7/1/2023,2023,0.02,,,,,7/3/2023,1.3
Tamil Nadu,Thiruvarur,7/2/2023,2023,0.11,,,,,Meghalaya,1093.83
Tamil Nadu,Thiruvarur,7/3/2023,2023,0.67,,,,,East Garo Hills,88.16
Tamil Nadu,Tiruchirappalli,7/1/2023,2023,0,,,,,7/1/2023,23.66
Tamil Nadu,Tiruchirappalli,7/2/2023,2023,0.01,,,,,7/2/2023,56.95
Tamil Nadu,Tiruchirappalli,7/3/2023,2023,1.47,,,,,7/3/2023,7.55
Tamil Nadu,Tirunelveli,7/1/2023,2023,0,,,,,East Jaintia Hills,44.13
Tamil Nadu,Tirunelveli,7/2/2023,2023,0.48,,,,,7/1/2023,7.66
Tamil Nadu,Tirunelveli,7/3/2023,2023,0.45,,,,,7/2/2023,18.07
Tamil Nadu,Tirupathur,7/1/2023,2023,0,,,,,7/3/2023,18.4
Tamil Nadu,Tirupathur,7/2/2023,2023,3.16,,,,,East Khasi Hills,312.15
Tamil Nadu,Tirupathur,7/3/2023,2023,0.59,,,,,7/1/2023,79.22
Tamil Nadu,Tiruppur,7/1/2023,2023,0.2,,,,,7/2/2023,107.71
Tamil Nadu,Tiruppur,7/2/2023,2023,0.92,,,,,7/3/2023,125.22
Tamil Nadu,Tiruppur,7/3/2023,2023,1.43,,,,,North Garo Hills,44.31
